0.00	-0.00	-1.00	-0.09	0.03	-0.09
0.00	-0.00	-1.00	-0.09	-0.04	-0.09
-0.00	0.00	-1.00	0.05	-0.04	-0.02
-0.00	0.00	-1.00	-0.02	0.03	-0.02
0.00	-0.00	-1.00	-0.02	-0.04	-0.02
0.00	0.00	-1.00	0.05	-0.04	-0.09
0.00	-0.00	-1.00	-0.02	-0.04	-0.02
0.00	0.00	-0.99	0.05	-0.11	0.05
-0.00	-0.00	-1.01	0.05	0.03	0.05
0.00	0.00	-1.00	-0.02	0.03	-0.02
-0.00	0.00	-1.00	0.05	0.03	-0.02
-0.00	-0.00	-1.00	0.05	0.03	-0.09
-0.00	-0.00	-1.01	0.05	0.03	0.05
-0.00	0.00	-1.00	-0.02	0.03	0.05
0.00	-0.00	-1.00	0.05	-0.04	0.05
-0.00	-0.00	-1.00	0.05	0.03	-0.09
-0.00	-0.00	-1.00	0.05	0.03	0.05
0.00	-0.00	-1.00	-0.02	0.03	-0.02
0.00	0.00	-1.01	-0.02	0.03	-0.02
-0.00	-0.00	-1.00	-0.09	-0.04	-0.02
-0.00	0.00	-1.00	-0.09	0.03	-0.02
-0.00	0.00	-1.01	-0.09	0.03	-0.02
-0.00	-0.00	-1.00	-0.02	0.03	-0.09
-0.00	-0.00	-1.00	-0.02	0.03	-0.02
0.00	0.00	-1.00	-0.02	0.03	-0.02
-0.00	0.00	-1.00	0.11	0.03	-0.02
-0.00	-0.00	-1.00	0.05	0.03	0.05
-0.00	-0.00	-1.00	0.11	-0.04	0.05
-0.00	-0.00	-1.00	0.11	-0.04	-0.02
0.00	-0.00	-1.00	0.05	-0.04	0.05
-0.00	-0.00	-1.01	0.05	-0.04	-0.02
-0.00	-0.00	-1.00	-0.02	-0.04	-0.02
-0.00	-0.00	-1.00	-0.02	0.03	-0.02
-0.00	-0.00	-1.00	-0.02	-0.04	-0.09
0.00	-0.00	-1.00	-0.02	-0.04	-0.09
0.00	-0.00	-1.01	-0.02	-0.04	0.05
0.00	-0.00	-1.00	-0.02	0.03	0.05
-0.00	-0.00	-1.00	0.05	-0.04	0.05
0.00	-0.00	-1.00	-0.02	0.03	-0.09
