-0.01	-0.01	-1.02	-2.16	2.69	-0.02
-0.01	0.02	-0.96	-0.56	0.82	0.67
-0.01	0.00	-1.01	2.84	-6.42	0.26
0.01	-0.03	-1.02	0.41	3.46	3.94
-0.03	0.01	-1.02	3.96	-1.90	0.81
-0.00	0.01	-1.00	1.73	0.40	-0.72
-0.00	0.00	-1.01	-4.11	4.09	1.86
-0.01	-0.01	-0.97	-1.19	0.33	-0.30
-0.02	0.03	-0.99	2.91	6.17	-1.00
0.01	-0.05	-1.00	-4.32	11.11	-1.34
-0.09	0.04	-1.27	21.97	-48.16	-22.07
0.20	-0.06	-0.81	12.93	46.31	17.09
-0.08	0.04	-1.23	17.59	-3.91	-19.78
0.04	0.10	-0.90	-16.56	23.91	28.85
-0.09	0.17	-1.07	18.22	-32.09	3.60
0.05	0.14	-0.86	6.53	-2.11	2.00
0.05	0.05	-0.99	-0.63	-5.93	6.66
-0.00	0.05	-1.12	13.42	14.31	-12.89
0.08	0.10	-0.88	-6.69	-4.26	-4.40
0.02	0.12	-1.01	5.14	-1.90	3.46
0.05	0.09	-0.99	2.08	-0.02	-1.69
0.06	0.11	-0.97	1.31	-3.64	0.74
0.08	0.12	-0.93	-9.96	2.28	5.20
0.11	0.08	-0.84	-16.77	-2.11	6.17
0.04	0.09	-0.87	-6.13	-14.70	9.23
0.10	0.01	-0.97	-30.62	1.72	14.38
-0.01	0.01	-1.08	-24.56	21.89	15.98
0.03	-0.05	-0.97	-22.13	-17.34	4.78
-0.00	-0.20	-1.13	-41.33	26.63	7.35
0.07	-0.21	-0.90	-32.15	3.74	5.40
-0.08	-0.25	-1.13	-23.03	13.27	5.54
-0.04	-0.27	-1.04	-20.95	8.82	4.71
-0.01	-0.31	-1.07	-16.36	-3.50	8.19
-0.04	-0.37	-1.16	-9.61	10.90	11.60
-0.03	-0.37	-1.15	15.44	-8.44	-10.60
-0.01	-0.28	-1.08	27.33	-0.44	-6.63
-0.02	-0.28	-1.16	34.29	-8.51	-11.50
-0.04	-0.16	-1.05	29.28	14.10	-11.22
0.01	-0.06	-0.99	62.11	-17.20	-24.16
0.03	0.02	-1.06	42.57	15.98	-16.93
0.04	0.13	-0.92	21.49	-9.62	-1.07
0.12	0.03	-0.93	39.16	-11.64	8.12
-0.01	0.25	-0.92	32.55	-12.75	-3.36
0.20	0.11	-0.87	23.71	-23.18	-6.49
0.01	0.24	-1.04	11.47	12.29	3.46
0.09	0.16	-1.02	4.58	1.37	-5.52
0.06	0.23	-1.00	4.10	-2.24	4.43
0.09	0.24	-0.93	-3.14	-0.16	10.83
0.15	0.17	-0.88	-20.67	-0.30	3.67
0.13	0.12	-0.94	-27.63	-4.12	14.73
0.02	0.08	-1.09	-22.62	30.87	13.68
0.07	0.01	-0.96	-41.68	9.51	13.68
-0.06	-0.10	-1.18	-34.16	11.74	-8.37
0.05	-0.14	-1.07	-30.89	7.01	9.09
0.01	-0.16	-1.02	-25.40	3.67	10.90
0.01	-0.15	-0.97	-17.47	-17.69	6.59
0.02	-0.27	-1.01	-13.50	9.93	10.83
-0.01	-0.24	-1.05	-2.65	-8.57	-1.83
0.03	-0.25	-1.03	-4.11	-4.33	7.56
0.01	-0.28	-1.07	8.55	0.82	2.97
-0.01	-0.23	-1.13	18.50	11.25	-3.43
0.09	-0.28	-1.06	16.34	-5.10	-2.18
-0.05	-0.27	-1.34	15.85	3.32	-13.59
0.06	-0.17	-0.94	26.15	3.74	-8.02
0.02	-0.15	-1.03	26.15	5.34	-2.25
0.01	-0.13	-1.05	12.44	-3.15	-9.13
-0.02	-0.01	-1.06	22.88	-1.76	-9.62
0.04	-0.18	-1.25	39.16	1.03	-9.62
0.01	-0.02	-1.09	-5.57	43.39	-3.15
0.01	0.11	-0.99	22.88	-14.00	-18.18
-0.05	0.14	-1.04	3.75	6.03	-2.11
0.07	0.03	-0.96	5.35	-15.04	-2.80
-0.01	0.15	-0.99	-3.42	8.47	3.46
0.05	0.12	-0.97	4.24	-0.09	1.23
-0.01	0.14	-1.03	-4.46	4.02	7.84
-0.01	0.11	-1.05	0.55	0.26	5.20
0.03	0.10	-1.00	4.86	-2.24	2.83
-0.01	0.09	-1.01	3.75	1.09	5.33
0.00	0.11	-1.00	2.08	-1.69	3.87
0.01	0.10	-1.02	-1.33	2.28	1.86
0.05	0.06	-1.02	-0.98	0.75	5.20
-0.00	0.06	-1.05	0.34	2.49	5.75
-0.00	0.09	-1.01	5.42	-1.69	6.73
-0.00	0.08	-1.03	-1.05	-0.85	-0.51
0.00	0.04	-1.05	-4.81	-0.57	-0.02
-0.01	0.09	-1.02	1.31	-0.64	2.07
0.00	0.08	-1.03	-0.84	0.47	3.39
0.04	0.07	-0.97	2.71	-1.69	-0.37
0.00	0.07	-1.05	-0.91	7.22	3.67
0.02	0.07	-0.99	4.93	-1.90	4.01
0.01	0.04	-1.02	1.24	1.03	1.58
-0.00	0.07	-1.00	1.45	-1.69	-2.18
-0.03	0.14	-0.99	-7.31	-1.62	6.66
0.05	0.04	-0.96	-23.87	-11.22	9.58
-0.01	-0.02	-1.05	-19.00	13.69	5.89
-0.01	-0.01	-0.97	2.01	0.05	-3.50
0.03	-0.03	-0.96	-1.89	-0.64	1.37
0.02	-0.05	-1.00	-3.76	1.03	1.72
0.00	-0.03	-0.98	-2.30	3.11	1.65
-0.03	-0.01	-1.03	1.80	-0.85	0.47
-0.01	-0.02	-0.97	2.50	0.96	1.37
-0.00	-0.03	-1.02	-0.70	1.44	-0.51
0.02	-0.05	-0.98	1.04	-1.97	0.26
0.01	-0.04	-1.00	-1.40	-0.37	2.27
-0.01	-0.03	-0.99	3.47	-1.90	2.41
0.00	-0.02	-0.99	-0.36	-1.97	1.44
0.02	-0.04	-0.95	-3.63	0.40	2.55
-0.01	-0.02	-0.97	-0.91	0.82	2.13
0.01	-0.06	-0.99	-1.05	-0.57	-0.93
0.02	-0.04	-0.95	-0.49	1.51	1.58
-0.02	-0.03	-0.99	-0.77	4.85	3.94
0.01	-0.05	-0.99	-0.77	-3.29	-0.09
-0.01	-0.03	-0.98	0.27	-1.69	-0.02
0.00	-0.04	-1.00	1.04	2.76	1.72
-0.01	-0.03	-0.99	0.55	-0.57	1.79
0.01	-0.04	-1.00	0.06	-0.09	1.37
-0.00	-0.03	-0.97	-0.15	3.18	3.04
0.00	-0.04	-0.99	0.06	0.68	1.65
0.01	-0.02	-0.97	-2.72	1.09	-0.09
0.00	-0.05	-1.02	-1.12	3.39	0.88
0.00	-0.02	-0.97	1.45	2.97	1.72
