0.63;-0.07;9.56;3.62;-7.30;-0.83
1.11;-0.15;9.76;5.50;-7.58;1.11
0.70;0.00;9.97;4.52;-6.26;-1.32
0.63;0.07;9.70;7.79;-1.88;-7.51
1.03;-0.04;10.07;2.30;-5.70;-5.57
1.11;-0.11;9.56;3.76;3.90;-2.85
0.81;0.00;9.70;6.12;7.03;-1.46
0.66;0.07;9.53;10.92;3.20;-5.50
1.00;0.04;10.04;7.03;0.97;-1.67
0.48;0.04;9.63;3.97;-2.99;-1.32
0.44;0.04;9.49;12.87;1.18;-5.01
0.70;0.07;10.21;7.03;-2.99;-5.08
0.89;0.04;9.97;5.22;2.92;-6.05
1.14;0.11;10.11;2.57;1.25;3.55
0.66;0.07;9.66;-0.42;-6.54;5.57
0.26;0.15;9.59;6.61;-5.22;2.92
0.74;0.15;10.18;3.90;-7.65;2.71
0.52;0.22;9.97;0.49;-2.23;5.77
0.15;0.18;9.73;2.16;-2.50;1.04
0.44;0.11;9.80;3.83;-8.14;1.04
0.33;0.07;9.59;5.15;-4.59;0.14
0.78;0.18;9.97;5.84;-5.91;2.92
0.37;0.18;9.80;2.99;-5.08;4.87
0.33;0.15;9.87;4.80;-2.85;0.07
0.81;0.11;9.97;1.67;-6.33;4.59
0.07;0.18;9.56;4.24;-4.31;3.90
0.59;0.15;9.97;5.70;-5.91;1.04
0.55;0.18;10.00;1.95;-1.60;4.80
0.22;0.22;9.80;3.83;0.28;0.56
0.48;0.18;9.80;3.90;-6.61;3.13
0.33;0.26;10.04;1.95;-5.70;2.78
0.63;0.18;9.87;2.16;-4.03;4.66
0.33;0.26;9.94;2.37;-2.37;4.17
0.30;0.18;9.90;-0.21;-7.93;3.55
0.26;0.11;9.83;2.43;-2.92;3.69
0.41;0.15;9.97;0.28;-4.66;2.16
0.48;0.18;9.70;2.37;-3.76;5.91
0.30;0.22;9.90;4.17;-5.43;4.31
0.26;0.18;10.07;-0.90;0.21;3.48
0.15;0.22;9.73;1.88;8.83;1.39
0.26;0.18;9.87;0.42;-1.95;4.94
0.22;0.18;9.76;-1.11;-9.67;5.36
0.15;0.11;9.56;2.78;-10.02;6.54
0.22;0.11;9.70;5.29;-13.43;7.17
0.22;0.18;9.97;4.52;-13.70;6.19
0.44;0.15;9.94;2.50;-6.40;5.50
0.26;0.22;9.76;3.76;-2.16;8.14
-0.11;0.30;9.97;2.23;-7.37;4.03
0.18;0.15;9.83;2.71;-8.97;0.97
0.41;0.15;9.87;4.10;-8.77;2.71
