0.07;-0.33;9.73;-0.14;0.14;0.00
0.04;-0.37;9.83;-0.14;-0.14;0.07
0.04;-0.37;9.87;0.00;-0.07;-0.07
0.04;-0.37;9.80;-0.49;0.49;0.14
0.07;-0.37;9.94;0.21;0.00;-0.07
0.04;-0.37;9.83;0.14;0.28;0.14
0.07;-0.37;9.80;-0.21;0.14;0.07
0.04;-0.33;9.80;0.21;0.07;0.21
0.04;-0.33;9.83;0.00;0.07;0.07
0.04;-0.37;9.83;0.07;0.21;-0.35
0.07;-0.41;9.83;-0.07;-0.07;-0.14
0.04;-0.37;9.83;0.28;0.00;-0.07
0.04;-0.37;9.83;-0.21;0.21;-0.07
0.04;-0.33;9.76;-0.14;-0.14;0.00
0.07;-0.41;9.83;-0.35;0.00;-0.07
0.04;-0.37;9.80;-0.21;0.28;0.42
0.04;-0.33;9.80;-0.42;0.14;0.07
0.07;-0.37;9.83;0.07;-0.07;0.28
0.04;-0.37;9.80;-0.63;0.35;0.35
0.00;-0.26;9.97;2.92;-0.14;-0.49
0.04;-0.33;9.87;0.63;0.07;0.14
0.07;-0.33;9.73;0.56;-0.07;-0.07
0.04;-0.33;9.80;0.42;-0.07;-0.14
0.04;-0.44;9.83;0.00;-0.28;0.70
0.11;-0.33;9.80;-0.35;0.97;0.70
0.15;-0.33;9.87;-1.67;0.00;0.07
0.07;-0.33;9.80;-1.04;-0.49;-0.49
0.00;-0.48;9.83;9.25;-4.94;-1.39
0.04;-0.26;9.76;3.90;-0.35;0.35
0.33;-0.22;10.07;-2.43;-3.27;-6.33
-1.07;-0.77;9.76;0.97;0.35;5.70
0.30;-0.74;10.00;12.24;-3.83;4.59
0.18;-0.37;9.80;4.10;0.21;-0.77
0.44;-0.37;9.90;7.03;0.21;-2.37
-0.11;-0.33;9.97;5.70;0.49;-2.50
0.15;-0.30;9.73;-0.14;0.21;0.63
0.07;-0.26;9.76;-1.88;0.07;-1.60
0.04;-0.37;9.80;-0.07;-0.28;-0.63
-0.15;-0.22;9.87;0.83;0.21;-2.23
0.11;-0.30;9.80;-1.04;0.00;-0.07
0.04;-0.30;9.87;0.28;0.49;-0.70
-0.07;-0.22;9.73;-0.63;-0.49;0.21
0.07;-0.41;9.80;0.00;0.70;0.00
0.04;-0.37;9.83;0.97;-0.49;-0.21
0.11;-0.37;9.83;0.07;-0.07;0.07
0.07;-0.41;9.83;0.07;-0.63;-0.35
0.04;-0.33;9.80;-0.07;0.35;0.56
0.07;-0.37;9.83;-0.07;0.42;0.07
0.04;-0.33;9.83;1.32;-0.07;-0.21
0.37;-0.44;9.76;0.21;0.83;-0.07
0.07;-0.33;9.80;-0.35;0.35;-0.35
0.11;-0.37;9.80;-0.35;-0.56;-0.35
0.11;-0.37;9.83;0.77;-0.63;-0.35
0.07;-0.33;9.83;0.77;-0.07;0.28
0.04;-0.37;9.80;-0.14;0.14;0.14
0.04;-0.33;9.83;0.35;0.07;0.21
0.07;-0.33;9.80;0.97;1.53;-0.83
0.04;-0.41;9.83;0.63;0.49;-0.63
0.07;-0.37;9.83;0.21;0.14;-0.28
0.07;-0.30;9.83;-0.42;0.42;0.70
0.11;-0.37;9.80;-0.63;0.14;0.70
0.04;-0.41;9.83;0.14;0.63;-0.97
0.15;-0.37;9.83;-0.77;0.07;-0.21
0.11;-0.33;9.76;-0.28;-0.21;-0.07
0.04;-0.30;9.87;-0.14;0.35;0.07
0.18;-0.37;9.90;0.00;-0.07;-0.14
0.15;-0.37;9.83;-0.21;0.28;0.28
0.07;-0.30;9.80;0.42;0.56;0.56
0.04;-0.33;9.80;-5.15;4.94;4.17
0.11;-0.48;10.24;11.48;2.64;-0.97
0.00;-0.30;9.63;1.95;-1.11;0.21
0.00;-0.26;9.70;-0.97;-1.60;0.21
0.04;-0.33;9.83;1.60;0.90;-0.07
0.04;-0.33;9.80;0.00;-0.49;0.49
0.04;-0.33;9.80;-1.95;-3.06;1.60
0.07;-0.26;9.94;1.25;-0.07;-0.07
0.04;-0.33;9.76;-0.21;-0.21;0.42
0.04;-0.37;9.76;-0.42;0.21;0.83
0.11;-0.41;9.80;0.63;0.14;0.28
0.04;-0.33;9.83;0.07;-0.07;0.14
0.07;-0.37;9.80;-0.35;0.49;0.77
0.07;-0.33;9.80;1.46;1.04;0.56
-0.04;-0.22;9.80;-1.53;-0.21;2.64
0.22;-0.26;9.83;0.42;-0.14;0.63
0.11;-0.37;9.87;-0.14;0.07;0.49
0.00;-0.41;9.80;0.56;0.14;0.42
0.04;-0.33;9.76;-0.63;0.14;0.77
0.04;-0.41;9.90;-0.77;0.21;1.04
0.00;-0.33;9.87;0.07;-0.14;1.46
0.07;-0.37;9.80;-1.32;-0.07;1.74
0.00;-0.22;9.83;-1.74;0.28;1.18
0.04;-0.37;9.80;-1.25;-0.14;-0.07
0.04;-0.41;9.83;-2.43;0.77;0.49
-0.11;-0.37;9.94;-0.07;0.21;0.35
0.00;-0.41;9.94;-3.06;0.28;-1.39
0.00;-0.33;9.76;-12.94;0.42;0.21
0.07;-0.48;9.76;-23.23;6.19;-0.35
-0.04;-0.70;10.07;-25.88;-3.41;1.46
-0.55;-1.92;9.53;-21.91;12.52;-4.59
-0.11;-1.03;10.21;-4.03;17.39;-1.04
0.11;-1.11;9.70;-0.49;10.50;1.60
-0.04;-0.37;9.59;4.24;-15.86;1.32
0.00;-1.07;9.76;4.45;-4.80;-0.42
0.00;-0.52;10.04;9.32;-12.59;0.21
-0.07;-0.52;9.90;1.60;-3.83;1.46
0.18;-0.77;10.11;3.27;-1.53;-0.21
0.04;-0.70;9.56;-4.80;5.57;-0.56
0.00;-0.89;10.11;-2.09;6.19;0.21
0.04;-1.62;9.59;-14.82;17.88;-0.63
-0.30;-0.55;9.49;-34.92;27.13;-5.36
-0.59;-0.07;13.05;-16.63;13.36;-0.21
-0.78;-0.74;14.70;6.05;10.37;1.11
-1.26;-0.89;16.27;2.99;8.77;0.97
-0.74;-0.85;14.84;-12.03;36.87;-5.77
-1.81;-1.62;17.51;13.91;11.62;5.08
-1.26;-2.62;13.94;50.71;-18.71;6.19
-1.18;-2.47;13.16;56.56;0.35;10.57
-0.89;-1.81;9.49;40.35;-26.85;10.30
-1.92;-1.18;14.66;54.54;-18.57;19.41
-1.11;-1.36;9.76;45.01;-64.63;18.02
-1.33;-1.36;10.93;68.38;21.57;6.26
-1.29;-0.70;12.57;73.25;36.10;-4.17
0.63;0.00;6.17;-5.08;-35.97;-7.30
-0.81;2.21;6.99;70.61;-22.61;8.97
0.74;0.92;0.24;25.04;22.12;6.19
1.22;1.62;3.15;34.99;-5.29;1.88
1.00;0.37;1.61;38.61;-23.65;10.92
0.07;0.89;4.18;12.73;-34.37;9.39
0.15;1.99;4.49;-3.76;-6.75;6.40
0.44;2.88;5.41;-11.20;-1.88;-0.35
0.04;3.47;8.60;-10.37;-11.20;-3.90
0.07;3.10;9.32;0.14;-8.35;-1.74
0.18;2.14;9.80;-2.30;-0.77;1.74
0.37;1.92;10.66;6.47;-1.95;2.02
0.33;2.03;9.70;5.84;6.26;-1.32
0.52;2.29;9.80;9.39;-5.01;3.13
0.22;2.51;8.98;4.24;-1.74;0.07
0.07;2.29;9.39;4.10;-0.49;-0.49
0.11;2.43;9.35;3.76;8.35;-3.62
0.33;2.80;9.97;6.05;3.69;1.46
0.07;2.99;9.66;6.26;-6.82;-0.14
0.04;2.58;8.98;-15.51;1.11;4.38
1.29;3.28;9.73;-22.33;-8.70;13.08
1.11;1.59;5.07;-62.40;-23.51;30.89
-0.04;1.95;9.56;-11.90;11.41;30.19
0.66;3.14;9.11;-15.51;22.26;24.70
0.15;2.62;6.82;1.67;-21.36;5.77
0.66;2.55;9.53;-20.73;-11.83;0.35
1.37;2.29;10.35;-16.63;-15.86;-2.78
1.66;1.77;11.31;-14.61;-4.94;-6.40
1.03;0.81;11.03;-3.90;7.72;-1.60
1.18;1.62;11.07;0.77;13.77;-3.62
0.66;1.66;9.22;-0.42;7.23;-5.22
1.14;3.25;8.77;-3.27;-6.61;-14.19
0.33;2.43;9.22;-4.03;-12.52;-22.75
0.04;1.70;9.53;-7.65;-7.72;-17.74
-0.44;1.07;9.73;-0.35;-8.77;-10.85
-0.26;1.48;9.87;-2.99;-2.43;0.14
0.33;1.92;9.29;-3.34;-5.01;5.22
1.33;3.02;9.80;-3.76;-5.08;-3.97
1.03;2.29;9.66;-2.92;-6.26;-11.69
0.22;1.29;10.24;1.95;-4.87;-11.06
-0.04;0.77;10.04;1.60;-5.70;-2.23
0.74;1.70;9.97;-1.39;0.28;3.97
0.85;1.99;9.73;-2.85;-2.16;-0.21
0.85;1.70;9.73;-4.31;-8.49;-1.04
1.18;1.95;10.14;-3.55;-8.49;-3.55
1.00;1.48;10.21;0.00;-5.50;-3.55
0.74;1.11;10.14;-2.16;-0.90;-1.74
0.85;1.14;9.22;0.42;-3.76;3.90
1.18;1.77;10.11;0.70;-3.62;2.71
