-0.01	0.00	-0.99	-0.08	-0.27	-0.01
-0.03	0.00	-1.00	-0.01	0.21	-0.01
-0.03	0.01	-1.00	-0.01	0.01	-0.08
-0.02	0.01	-1.00	-0.01	-0.06	-0.01
-0.03	0.01	-0.99	-0.01	0.08	0.06
-0.02	0.00	-0.99	0.20	-0.06	-0.01
-0.03	0.01	-1.00	0.06	0.01	-0.08
-0.02	0.01	-0.99	0.06	0.01	-0.01
-0.03	0.00	-1.00	0.06	-0.13	0.06
-0.03	0.00	-0.99	-0.08	0.08	0.06
-0.03	0.01	-1.00	-0.01	-0.06	0.06
-0.02	0.01	-0.99	0.13	0.08	-0.08
-0.03	0.01	-0.99	-0.01	0.08	0.06
-0.02	0.01	-1.00	-0.01	-0.06	-0.01
-0.03	0.01	-0.99	-0.08	0.01	0.13
-0.02	0.01	-1.00	-0.01	0.01	-0.08
-0.02	0.01	-1.00	-0.01	-0.06	-0.08
-0.03	0.01	-1.00	0.62	0.42	0.20
-0.03	0.01	-0.99	0.34	0.08	0.06
-0.03	0.00	-1.00	-0.35	-0.06	0.13
-0.03	0.00	-1.00	-0.08	0.08	-0.08
-0.02	0.00	-0.99	-0.01	0.15	-0.08
-0.03	0.01	-1.00	-0.01	0.15	0.27
-0.02	0.01	-0.99	-0.08	-0.13	0.13
-0.02	0.01	-0.99	0.06	0.08	0.06
-0.02	0.01	-1.00	0.06	0.01	-0.08
-0.02	0.01	-0.99	-0.01	0.01	0.06
-0.03	0.01	-0.99	-0.01	0.01	0.06
-0.02	0.01	-1.00	-0.01	-0.13	-0.01
-0.03	0.00	-1.00	0.06	0.15	-0.01
-0.02	0.00	-1.00	0.06	0.01	-0.01
-0.05	0.08	-1.01	9.46	-5.56	2.63
-0.03	0.06	-0.97	-4.18	1.54	0.75
-0.06	0.01	-0.95	-8.77	11.97	4.51
-0.04	0.05	-0.95	-4.88	1.26	6.04
-0.05	0.05	-1.01	-6.27	-6.39	-2.45
-0.02	0.00	-1.03	-3.69	-0.97	-8.08
-0.06	0.26	-0.93	26.92	7.38	-30.76
-0.01	0.37	-0.97	12.31	0.15	3.54
-0.04	0.18	-1.01	-4.74	-4.03	3.61
-0.07	0.03	-1.01	-7.73	10.23	8.48
-0.14	-0.05	-0.93	3.47	-6.74	-2.17
-0.07	-0.06	-1.03	6.12	-15.37	-8.43
-0.27	0.06	-1.07	5.21	-1.04	-18.45
0.05	-0.08	-1.03	4.31	4.46	-9.68
-0.03	0.05	-0.99	3.89	1.68	-16.36
-0.04	0.04	-0.99	-7.10	7.59	0.27
-0.06	-0.09	-0.93	-4.74	-1.94	6.04
-0.04	-0.10	-1.02	0.13	-18.29	-3.14
-0.01	-0.12	-1.03	3.26	-6.74	-9.96
-0.05	0.03	-1.02	6.74	2.02	-12.81
-0.07	0.09	-0.96	5.14	2.72	-6.62
0.00	0.02	-0.97	-3.14	-9.66	2.63
-0.09	-0.10	-1.01	-0.08	-3.33	5.41
-0.05	-0.09	-1.01	2.78	7.66	-1.82
-0.00	-0.02	-0.89	0.97	5.64	1.87
-0.05	0.03	-0.94	0.69	-8.90	7.01
-0.09	-0.04	-1.02	-9.19	-4.45	9.24
0.00	-0.09	-1.01	-1.81	3.83	1.10
-0.11	0.02	-0.98	4.86	-2.36	-10.79
0.01	0.06	-0.98	3.19	-8.97	-3.56
-0.11	0.02	-1.06	2.71	-2.64	-1.06
0.05	0.08	-0.99	-4.11	17.05	3.74
-0.17	0.04	-0.97	-5.50	11.48	15.71
-0.03	-0.08	-0.94	-8.42	-7.92	9.94
-0.04	-0.13	-0.99	2.36	-9.94	-1.33
-0.02	-0.03	-1.01	5.07	-1.80	-8.57
-0.06	0.06	-0.98	7.09	-0.55	-10.66
-0.01	0.08	-1.02	4.93	-6.74	-5.65
-0.02	-0.01	-1.01	-2.09	7.38	8.20
-0.05	-0.03	-0.96	-7.52	13.08	11.68
-0.05	-0.02	-0.95	-3.48	3.76	9.52
-0.01	-0.01	-1.01	3.12	-8.20	2.49
-0.00	0.06	-1.02	2.71	4.60	0.96
-0.05	0.06	-0.90	-0.42	15.80	8.96
-0.09	-0.01	-0.89	0.13	0.08	-0.15
-0.05	-0.04	-1.05	8.06	-26.36	-10.93
0.06	-0.00	-1.12	5.56	0.42	-8.99
0.03	0.03	-0.98	13.14	9.12	-13.58
-0.03	0.12	-0.91	6.05	22.27	-3.14
-0.08	0.13	-0.89	5.35	-13.63	3.40
0.09	-0.01	-1.08	-0.91	-13.00	15.92
0.03	-0.05	-1.04	5.70	0.70	11.12
-0.14	-0.09	-0.97	-2.02	18.09	7.08
-0.02	-0.06	-1.04	2.22	-7.51	-5.23
-0.07	-0.09	-0.99	1.11	2.23	-11.35
-0.01	0.02	-0.98	-0.42	3.90	-13.37
-0.01	0.19	-0.91	5.42	1.12	-7.73
-0.05	0.03	-0.93	-10.72	-10.92	-2.03
0.05	-0.13	-1.07	-7.52	-24.20	-7.11
0.01	0.01	-1.05	10.99	12.95	-29.16
-0.07	0.12	-0.93	7.58	10.72	-21.09
0.03	0.03	-0.96	-8.14	2.65	4.51
-0.11	-0.02	-0.93	-1.81	-1.66	4.02
-0.14	-0.00	-0.99	5.63	-7.58	-3.56
0.05	0.04	-1.04	3.40	-23.09	-5.65
0.03	0.11	-1.05	6.53	1.47	-6.48
-0.03	0.13	-0.94	9.04	-0.55	-3.77
0.00	0.25	-1.03	13.07	-20.65	-7.46
0.11	0.38	-1.24	1.52	-23.23	13.34
0.20	0.40	-1.15	5.91	9.40	11.33
-0.03	0.21	-0.96	-8.70	12.11	33.38
-0.06	0.01	-1.08	-16.98	8.70	64.61
0.07	-0.11	-0.88	-46.48	12.39	28.65
0.09	-0.35	-0.98	-11.97	-17.32	29.90
-0.00	-0.32	-1.03	-2.16	-10.15	2.35
-0.08	-0.12	-0.92	9.18	22.27	-25.75
-0.08	0.02	-0.94	6.05	1.54	-35.28
-0.00	0.10	-1.07	1.04	-17.11	-19.07
-0.02	0.01	-1.07	-7.45	-0.34	3.05
-0.02	0.02	-1.02	-12.60	7.87	-0.99
