0.07;-0.22;9.83;-24.21;-16.00;22.33
0.11;-0.18;9.83;-24.07;-16.00;22.61
0.11;-0.18;9.83;-24.14;-15.86;22.61
0.07;-0.18;9.83;-24.35;-16.00;22.61
0.07;-0.18;9.83;-23.93;-16.00;22.82
0.11;-0.18;9.80;-24.07;-16.14;22.61
0.07;-0.18;9.87;-24.07;-15.79;22.54
0.07;-0.15;9.87;-24.07;-15.93;22.54
0.11;-0.15;9.83;-24.14;-15.86;22.54
0.07;-0.18;9.80;-24.21;-15.93;22.47
0.07;-0.11;9.83;-24.21;-15.79;22.61
0.11;-0.15;9.87;-24.28;-16.00;22.61
0.07;-0.15;9.87;-24.14;-16.00;22.54
0.11;-0.15;9.83;-24.42;-16.07;22.68
0.07;-0.18;9.80;-24.21;-16.07;22.61
0.11;-0.22;9.87;-24.21;-16.07;22.75
0.11;-0.15;9.83;-24.28;-15.79;22.61
0.11;-0.22;9.76;-24.21;-16.00;22.61
0.11;-0.15;9.87;-24.14;-16.07;22.33
0.11;-0.15;9.83;-24.28;-15.65;22.54
0.11;-0.18;9.83;-24.14;-16.07;22.68
0.11;-0.15;9.80;-24.00;-15.72;22.68
0.07;-0.26;9.80;-24.14;-16.14;22.61
0.11;-0.18;9.80;-24.14;-16.07;22.68
0.11;-0.18;9.83;-24.07;-16.21;22.54
0.11;-0.18;9.83;-24.35;-16.07;22.54
0.07;-0.15;9.83;-24.14;-16.00;22.54
0.11;-0.18;9.87;-24.21;-16.07;22.61
0.07;-0.15;9.83;-24.21;-16.00;22.61
0.11;-0.22;9.83;-24.07;-15.93;22.61
0.11;-0.15;9.83;-24.14;-15.65;22.82
0.15;-0.11;9.90;-24.28;-15.72;22.68
0.11;-0.22;9.83;-24.14;-16.07;22.54
0.11;-0.11;9.76;-21.91;-14.40;23.51
0.15;-0.22;9.83;-23.93;-15.44;23.03
0.11;-0.15;9.80;-23.72;-15.58;23.17
0.07;-0.11;9.83;-24.42;-15.86;22.75
0.07;-0.11;9.83;-23.86;-16.00;22.61
0.11;-0.15;9.83;-24.07;-15.65;22.82
0.04;-0.15;9.87;-23.58;-16.21;23.44
0.07;-0.15;9.83;-24.14;-16.14;22.61
0.07;-0.18;9.76;-24.28;-16.21;22.82
0.11;-0.22;9.87;-24.49;-16.00;22.33
0.07;-0.18;9.83;-23.93;-16.14;22.47
0.07;-0.18;9.87;-23.51;-15.93;23.37
0.11;-0.15;9.83;-24.21;-15.37;22.82
0.11;-0.15;9.83;-24.35;-15.58;23.17
0.04;-0.11;9.87;-23.93;-16.07;23.37
0.11;-0.15;9.87;-24.07;-16.21;22.47
0.11;-0.18;9.80;-24.63;-15.86;22.26
0.07;-0.18;9.87;-24.35;-16.14;22.54
0.07;-0.15;9.87;-23.17;-16.21;23.10
0.15;-0.15;9.76;-23.44;-16.00;22.26
0.07;-0.11;9.83;-24.21;-16.00;22.33
0.07;-0.18;9.87;-24.35;-16.28;22.89
0.15;-0.15;9.83;-24.49;-15.79;22.19
0.07;-0.15;9.83;-24.77;-15.93;22.05
0.11;-0.15;9.83;-24.42;-15.79;22.47
0.11;-0.22;9.87;-24.07;-16.00;22.33
0.07;-0.11;9.83;-24.28;-16.21;22.89
0.04;-0.15;9.80;-26.37;-16.63;22.82
0.07;-0.18;9.90;-23.93;-15.93;22.96
0.07;-0.11;9.87;-24.07;-16.35;23.72
0.63;-0.44;9.76;-24.77;-16.63;28.17
1.29;-0.18;9.90;-26.50;-18.78;45.43
3.91;-0.41;9.94;-23.37;-18.92;52.45
