0.07;-0.11;9.87;2.64;-1.04;1.18
0.11;-0.07;9.87;1.67;-0.97;0.90
0.07;-0.18;9.83;1.67;-0.70;0.77
0.07;-0.11;9.83;1.32;-0.70;1.04
0.11;-0.11;9.90;1.88;-0.97;1.11
0.15;-0.15;9.83;2.02;-0.90;1.32
0.11;-0.07;9.87;1.88;-0.83;1.25
0.15;-0.18;9.83;1.60;-1.11;1.18
0.11;-0.11;9.87;1.53;-1.04;0.77
0.07;-0.15;9.83;1.60;-0.83;0.97
0.11;-0.11;9.87;1.95;-0.90;1.18
0.11;-0.18;9.83;1.74;-0.97;1.11
0.11;-0.15;9.83;1.39;-0.97;0.77
0.15;-0.11;9.80;1.32;-0.97;0.77
0.11;-0.11;9.87;1.88;-0.77;1.11
0.11;-0.11;9.87;1.46;-1.11;0.83
0.11;-0.11;9.87;1.67;-0.97;0.97
0.11;-0.11;9.83;1.74;-0.83;0.90
0.11;-0.11;9.80;1.95;-0.97;0.77
0.07;-0.11;9.80;1.60;-0.90;1.04
0.15;-0.15;9.83;1.39;-0.97;0.56
0.11;-0.15;9.80;0.90;-1.04;0.83
0.11;-0.15;9.87;2.02;-1.18;1.25
0.11;-0.18;9.87;1.88;-1.11;1.11
0.07;-0.11;9.87;1.60;-0.83;1.04
0.07;-0.11;9.83;1.18;-0.97;0.97
0.15;-0.11;9.87;1.88;-1.11;0.83
0.07;-0.11;9.87;1.88;-0.97;0.83
0.11;-0.18;9.83;1.53;-0.77;0.83
0.11;-0.15;9.87;1.39;-0.90;0.70
0.15;-0.15;9.83;1.88;-1.04;1.04
0.11;-0.18;9.80;1.88;-1.11;0.83
0.11;-0.15;9.87;2.09;-0.83;0.90
0.11;-0.18;9.87;1.25;-0.63;0.77
0.15;-0.18;9.83;1.39;-1.11;0.83
0.11;-0.18;9.87;1.74;-0.97;1.11
0.15;-0.15;9.83;1.67;-1.11;0.97
0.11;-0.11;9.83;1.67;-1.04;1.18
0.07;-0.15;9.83;1.74;-1.04;1.11
0.11;-0.11;9.80;2.09;-0.83;1.11
0.11;-0.11;9.83;2.43;-0.90;1.46
0.11;-0.11;9.83;1.95;-0.90;1.18
0.15;-0.11;9.83;2.64;-0.83;1.18
0.07;-0.07;9.87;2.09;-0.97;1.04
0.07;-0.07;9.83;2.30;-0.97;1.04
0.15;-0.11;9.87;2.71;-1.04;1.67
0.11;-0.11;9.87;2.30;-1.04;1.32
0.07;-0.04;9.87;2.78;-1.04;1.53
0.15;-0.07;9.87;1.18;-0.83;0.90
0.11;-0.11;9.87;1.95;-1.11;1.32
0.11;-0.07;9.87;3.62;-1.11;1.60
0.11;-0.11;9.83;0.90;-0.77;0.77
0.11;-0.15;9.87;0.56;-0.90;0.42
0.15;-0.11;9.83;1.67;-0.97;0.83
0.07;-0.11;9.83;2.09;-0.83;1.53
0.15;-0.07;9.87;2.85;-1.18;1.53
0.15;-0.07;9.87;1.04;-0.83;0.77
0.15;-0.11;9.83;0.35;-0.70;0.70
