-0.11;0.00;9.83;-1.88;-1.67;11.34
0.11;0.22;9.87;-3.83;-2.02;21.29
0.55;0.77;9.90;0.97;-2.09;17.60
0.18;1.14;9.97;-0.28;-0.56;10.64
0.30;1.40;10.14;0.07;-0.35;7.44
0.15;0.96;9.94;-0.49;-0.83;16.42
0.04;1.36;10.00;0.63;-1.11;15.10
0.33;1.66;10.00;-1.46;0.14;6.61
0.00;1.18;9.87;-0.77;-0.49;9.32
0.04;0.63;10.00;-0.83;-1.46;17.32
0.52;1.51;9.87;-0.70;-1.60;11.55
0.37;1.70;9.97;1.39;0.70;-7.23
0.52;1.00;9.87;-0.49;1.04;-4.52
0.26;0.04;9.97;0.07;1.32;2.64
0.41;1.22;9.97;-0.07;0.97;-1.04
-0.11;0.07;9.87;-0.42;-0.35;0.49
0.04;0.85;9.94;-2.30;0.28;2.43
0.81;0.70;9.94;1.25;0.56;-4.24
1.03;0.74;9.90;-4.10;0.42;-8.63
0.55;1.18;10.07;-1.25;0.49;-23.17
0.74;0.44;9.94;1.32;1.74;-24.42
1.29;1.18;9.94;0.63;3.83;-46.82
0.04;-0.59;9.70;1.81;3.76;-39.37
1.33;0.04;9.94;1.53;2.43;-37.29
2.22;0.66;10.07;0.28;6.33;-59.20
-0.26;-1.44;9.94;3.76;4.73;-52.52
0.15;-1.51;9.80;3.69;2.43;-51.48
0.59;-1.51;9.70;2.57;5.29;-49.11
0.48;-2.29;9.63;0.42;5.15;-43.27
0.48;-3.14;9.59;2.02;1.25;-31.17
0.92;-4.02;9.66;0.56;1.32;-18.16
2.22;-1.44;9.80;0.00;0.07;-20.94
0.85;-2.25;9.56;4.03;-2.23;-19.97
0.92;-2.47;9.49;-7.86;8.83;-22.61
1.11;-2.29;9.73;1.88;-1.95;-8.14
-5.50;-11.43;8.50;-10.43;25.04;-10.85
0.15;0.22;9.83;10.85;-29.57;17.25
0.96;0.18;8.53;-12.59;7.93;1.74
0.00;-0.26;10.07;6.61;-10.78;4.38
0.15;0.00;9.97;7.17;-3.06;5.15
0.15;0.11;10.07;10.09;-9.18;6.61
1.29;0.33;9.97;-4.03;0.70;23.03
-0.89;0.04;10.31;-9.95;4.17;39.23
1.33;-0.81;10.00;-1.46;0.77;20.03
-0.81;-0.04;9.70;1.60;1.25;17.88
0.41;-0.18;9.49;1.81;0.00;10.64
1.22;-0.30;9.56;-1.81;1.74;2.64
0.30;-0.18;9.66;0.97;1.32;-0.77
0.70;-0.15;9.83;2.43;-2.16;-0.70
-1.11;0.30;9.32;0.63;7.93;-2.16
0.15;-0.22;9.90;1.11;-2.92;-1.32
-1.07;0.18;9.49;2.02;5.01;-2.37
-0.33;0.00;9.87;-1.39;0.21;-1.32
-0.59;-0.11;9.87;0.00;-2.64;2.71
0.07;-0.11;9.73;-0.63;-1.11;1.11
0.30;-0.26;9.83;-1.53;1.39;0.21
0.04;-0.18;9.83;-1.67;2.43;4.31
0.11;-0.26;9.87;-1.18;-0.77;12.31
0.81;-0.18;9.83;-1.81;1.25;5.01
0.41;-0.33;9.80;-0.77;1.81;1.32
0.04;-0.18;9.73;-0.07;-0.07;5.15
0.30;-0.18;9.83;-0.83;-2.09;4.73
0.48;-0.33;9.80;-0.35;1.11;0.70
0.26;-0.18;9.87;0.21;-0.07;-0.14
0.30;-0.26;9.87;0.35;0.56;-0.63
0.30;-0.18;9.80;0.00;-0.70;-0.56
0.22;-0.22;9.90;-0.07;1.11;-0.49
0.18;-0.18;9.80;-1.11;0.83;0.77
0.18;-0.26;9.80;-1.25;0.35;1.39
-2.03;0.63;10.07;-0.70;-1.81;21.36
1.14;-0.66;9.94;1.81;-3.97;14.47
0.59;-0.22;9.83;-2.43;1.04;-0.21
0.30;-0.11;9.76;0.42;0.49;-3.27
-0.07;-0.15;9.83;-0.49;-1.60;0.42
0.15;-0.15;9.76;-0.56;-1.95;0.00
0.26;-0.37;9.90;1.74;-4.17;-0.90
0.26;-0.22;9.80;2.85;-3.69;-0.56
0.48;-0.30;9.90;-0.90;1.25;-0.28
0.30;-0.22;10.24;-0.07;1.88;1.11
0.59;-0.37;9.94;1.32;-1.53;0.35
0.07;-0.33;9.90;0.35;4.94;0.77
0.22;-0.41;9.70;-1.60;1.32;0.00
0.22;-0.22;9.87;0.07;0.28;-0.14
0.26;-0.26;9.80;0.42;0.00;-0.28
0.18;-0.18;9.80;0.21;-0.21;-0.35
0.26;-0.18;9.83;-1.39;0.63;0.21
0.26;-0.22;9.70;-1.25;0.63;0.00
0.22;-0.26;9.90;-0.28;0.56;0.21
0.22;-0.30;9.90;1.74;-0.97;-0.83
0.22;-0.15;9.80;0.21;0.00;-0.07
0.26;-0.22;9.83;0.00;-0.14;-0.07
0.26;-0.18;9.80;-1.53;0.97;0.07
0.26;-0.22;9.80;-0.14;-0.70;-0.83
0.30;-0.18;9.80;-0.97;-0.35;-0.21
0.26;-0.30;9.80;-0.90;0.28;0.00
0.22;-0.26;9.87;1.11;-0.56;-0.14
0.26;-0.18;9.90;0.97;0.49;-0.07
0.22;-0.37;10.21;8.56;-5.15;-1.60
0.30;-0.30;9.73;0.77;-0.63;-0.42
0.22;-0.26;9.87;0.35;-0.07;0.07
0.30;-0.30;9.87;2.09;-0.21;0.00
0.26;-0.22;9.83;2.16;-0.83;-0.83
0.30;-0.15;9.87;-0.63;1.11;-0.35
0.55;-0.26;9.70;-1.81;4.10;0.70
0.41;-0.30;9.87;-0.14;2.09;0.63
0.30;-0.33;9.73;0.21;-0.63;-0.77
-0.55;0.30;9.29;5.70;-1.11;0.28
0.48;-0.18;9.83;-4.24;-1.88;-0.28
0.18;-0.22;9.80;-2.16;0.07;-0.35
0.18;-0.26;9.90;0.77;0.35;0.14
0.26;-0.11;9.83;1.74;-1.11;-1.25
0.22;-0.18;9.76;-1.25;0.49;-0.21
0.22;-0.18;9.83;0.77;-0.42;0.00
0.22;-0.15;9.83;-0.14;-0.07;-0.21
0.22;-0.22;9.83;-0.14;0.00;0.07
0.22;-0.22;9.80;0.35;0.14;-0.07
0.22;-0.18;9.90;0.07;0.21;0.14
0.22;-0.18;9.83;0.07;0.21;-0.28
0.26;-0.18;9.80;0.14;0.14;-0.21
0.26;-0.22;9.80;-0.21;0.00;-0.14
0.18;-0.11;9.83;-0.21;0.14;0.00
0.26;-0.22;9.80;-0.14;-0.14;0.07
0.22;-0.18;9.76;0.00;-0.21;0.00
0.18;-0.18;9.90;0.35;0.00;-0.14
0.26;-0.22;9.83;-0.14;-0.14;0.07
0.22;-0.18;9.83;-0.21;-0.14;-0.28
0.26;-0.18;9.87;0.42;-0.14;-0.28
0.18;-0.18;9.83;-0.07;0.49;-0.14
0.22;-0.15;9.83;-0.07;0.14;-0.14
0.22;-0.18;9.80;-0.21;0.21;0.07
0.22;-0.22;9.87;0.28;0.21;0.07
0.18;-0.18;9.83;0.14;0.21;-0.14
0.22;-0.22;9.83;0.00;0.00;-0.07
0.22;-0.18;9.83;-0.07;-0.07;-0.42
0.22;-0.22;9.87;0.00;0.00;-0.14
0.22;-0.18;9.83;-0.14;0.07;-0.35
0.26;-0.26;9.83;-0.28;-0.14;-0.14
0.22;-0.18;9.83;-0.07;0.00;-0.14
0.22;-0.18;9.83;-0.35;-0.07;-0.14
0.22;-0.18;9.83;-0.21;0.00;-0.28
0.26;-0.18;9.76;-0.28;-0.07;0.07
0.26;-0.18;9.83;-0.28;0.14;-0.21
0.26;-0.18;9.83;-0.14;0.14;0.00
0.26;-0.18;9.87;-0.14;0.14;-0.14
0.18;-0.18;9.87;-0.07;0.21;-0.07
0.22;-0.26;9.83;0.28;0.14;0.14
