0.00	-0.00	-1.00	0.07	0.03	0.08
-0.00	-0.00	-1.00	0.00	0.03	0.01
-0.00	0.00	-1.00	-0.07	0.03	0.01
-0.00	0.00	-1.00	-0.07	0.03	0.01
0.01	-0.00	-1.00	0.07	0.03	0.01
-0.00	0.00	-1.00	-0.07	-0.04	0.08
-0.00	-0.00	-1.00	-0.07	0.03	-0.06
0.00	0.01	-1.00	0.07	-0.04	0.08
0.00	-0.00	-1.00	-0.07	0.10	0.08
-0.00	-0.00	-1.00	0.00	0.03	0.01
-0.00	0.00	-1.00	-0.07	0.03	0.01
-0.00	-0.00	-1.00	0.00	0.03	0.01
-0.00	-0.00	-1.00	0.07	-0.04	0.01
-0.00	-0.00	-1.00	-0.07	-0.04	0.01
0.00	-0.00	-1.00	-0.07	0.03	0.01
-0.00	0.00	-1.00	0.00	0.10	0.01
-0.00	0.00	-1.00	0.00	0.03	0.08
0.00	0.00	-1.00	0.00	-0.04	-0.06
0.00	-0.00	-1.00	0.00	-0.04	0.01
0.00	-0.00	-1.00	0.00	0.03	-0.06
-0.00	0.00	-1.00	0.00	-0.04	0.01
-0.00	0.00	-1.00	-0.07	0.03	0.01
0.00	-0.00	-1.00	0.00	0.03	-0.06
-0.00	0.00	-1.00	0.00	0.03	0.01
-0.00	-0.00	-1.00	-0.07	0.03	0.01
0.00	-0.00	-1.00	0.00	-0.04	-0.06
-0.00	0.00	-1.00	0.00	-0.04	0.01
0.00	-0.00	-1.00	0.00	-0.04	0.08
-0.00	0.00	-1.00	0.00	0.10	0.08
-0.00	0.00	-1.00	0.00	0.03	-0.06
0.00	0.00	-1.00	0.00	-0.04	0.01
-0.00	-0.01	-1.00	-0.07	-0.04	0.01
0.00	-0.00	-1.00	0.00	-0.04	-0.06
-0.00	-0.01	-1.00	0.00	0.03	0.01
-0.00	-0.00	-1.00	-0.13	-0.04	-0.06
-0.00	-0.00	-1.00	-0.07	-0.11	0.01
-0.00	-0.00	-1.00	0.07	0.03	0.01
0.00	-0.00	-1.00	0.07	-0.04	0.01
0.00	-0.00	-1.00	-0.07	0.10	0.08
-0.00	0.01	-1.00	0.00	0.03	0.08
-0.00	-0.00	-1.00	0.07	0.03	0.01
-0.00	0.00	-1.00	0.00	0.03	0.01
-0.00	-0.00	-1.00	-0.07	0.03	0.01
-0.00	-0.01	-1.00	0.00	0.10	0.08
-0.00	0.00	-1.00	0.07	0.03	-0.13
-0.00	0.00	-1.00	0.00	-0.04	0.01
0.00	-0.01	-1.00	-0.07	-0.04	0.01
-0.00	-0.00	-1.00	0.00	0.03	-0.06
-0.00	-0.00	-1.00	0.00	-0.04	0.01
-0.00	-0.00	-1.00	0.00	-0.04	0.01
0.00	-0.00	-1.00	-0.07	-0.04	0.01
0.00	-0.00	-1.00	0.00	-0.04	0.08
-0.00	-0.00	-1.00	0.00	0.03	0.08
-0.00	0.00	-1.00	0.07	-0.04	0.08
-0.00	-0.00	-1.00	0.00	-0.04	-0.06
-0.00	0.00	-1.00	0.07	0.03	0.01
0.00	-0.01	-1.00	0.00	0.03	0.01
-0.00	-0.00	-1.00	0.00	0.03	-0.06
-0.00	-0.00	-1.00	0.00	-0.04	-0.06
-0.00	-0.00	-1.00	0.00	0.03	0.01
-0.00	0.01	-1.00	-0.07	-0.04	0.08
0.00	-0.00	-1.00	0.00	0.03	-0.06
0.00	-0.01	-1.00	0.00	-0.04	-0.06
0.00	-0.00	-1.00	-0.07	-0.04	0.01
-0.00	0.00	-1.00	0.00	-0.04	0.01
0.00	0.00	-1.00	-0.07	-0.04	-0.06
-0.00	-0.00	-1.00	0.00	0.10	0.01
-0.00	-0.00	-0.99	0.07	0.03	0.01
-0.00	-0.00	-1.00	0.00	0.03	0.08
-0.00	0.00	-1.00	0.07	-0.04	0.01
-0.00	0.00	-1.00	0.00	0.03	0.01
-0.00	-0.00	-1.00	0.07	0.03	0.01
-0.00	0.00	-0.99	0.00	-0.04	0.01
-0.00	-0.00	-1.00	0.00	-0.04	0.01
0.00	0.00	-1.00	0.00	-0.11	0.01
0.00	0.00	-1.00	0.00	-0.04	0.01
-0.00	-0.00	-1.00	0.07	0.03	-0.06
-0.00	-0.00	-0.99	0.07	-0.04	0.01
0.00	0.00	-1.00	-0.13	0.03	-0.06
0.00	-0.00	-1.00	0.07	0.03	0.01
-0.00	-0.00	-1.00	-0.07	0.10	0.01
0.00	0.00	-1.00	0.00	0.03	0.08
-0.00	0.00	-1.00	0.00	-0.04	0.01
-0.00	0.00	-1.00	0.07	0.10	0.01
0.00	-0.00	-1.00	0.00	-0.04	0.08
-0.00	-0.00	-1.00	0.07	0.10	0.01
0.00	0.00	-1.00	0.00	-0.04	-0.06
0.00	-0.01	-1.00	0.00	-0.04	0.01
0.00	0.00	-1.00	-0.07	-0.04	0.01
-0.00	0.00	-1.00	0.00	-0.04	0.01
-0.00	-0.00	-1.00	0.00	-0.04	0.01
0.00	0.00	-1.00	0.00	0.03	0.08
-0.00	-0.00	-1.00	0.00	-0.04	-0.06
-0.00	-0.00	-1.00	0.00	0.03	0.01
-0.00	0.00	-1.00	0.00	0.03	0.01
-0.00	0.00	-1.00	0.00	0.10	0.01
0.00	0.00	-1.00	0.00	0.03	-0.06
0.01	-0.00	-1.00	0.00	-0.04	0.01
0.00	-0.00	-1.00	0.07	0.03	0.01
-0.00	0.00	-1.00	0.07	0.03	0.01
0.00	0.01	-1.00	0.00	0.03	0.01
0.00	0.00	-1.00	0.00	0.03	0.01
-0.00	0.00	-1.00	0.07	0.03	-0.06
-0.00	0.00	-1.00	0.07	0.03	0.01
0.00	0.00	-1.00	0.07	-0.04	-0.06
0.00	-0.01	-1.00	0.00	-0.04	-0.06
-0.00	0.01	-1.00	0.07	0.03	-0.06
-0.00	-0.00	-1.00	-0.07	0.03	-0.06
-0.00	-0.00	-1.00	0.00	-0.04	0.01
0.00	-0.00	-1.00	0.00	-0.04	0.01
0.00	-0.00	-1.00	-0.07	0.10	0.01
-0.00	0.00	-1.00	0.00	-0.04	0.08
-0.00	-0.01	-1.00	-0.07	0.03	-0.06
-0.00	0.00	-1.00	0.00	0.10	-0.06
-0.00	-0.00	-1.01	0.07	0.10	0.01
0.00	-0.01	-1.00	0.07	0.03	0.08
-0.00	-0.00	-1.00	-0.07	0.03	0.01
-0.00	-0.01	-1.00	0.00	-0.04	0.01
0.00	0.00	-1.00	-0.07	-0.04	-0.06
-0.00	0.00	-1.01	0.07	-0.04	-0.06
0.00	-0.01	-0.99	0.00	-0.04	-0.06
-0.00	-0.00	-1.00	0.00	-0.04	0.08
0.00	-0.00	-1.00	-0.07	-0.04	-0.06
-0.00	-0.00	-1.00	0.07	-0.04	0.01
0.00	-0.01	-1.00	-0.07	-0.04	0.01
-0.00	0.01	-1.00	0.07	-0.04	0.08
0.00	-0.01	-1.00	0.00	0.03	0.01
